15,5,0,8.7,4,0,-1,11,12,11,17,0,43,0,1021,15,10,242,12
14,7,0,8.7,4,2,4,11,13,11,21,3,60,0,1019,14,10,141,14
16,9,0,8.7,4,10,3,11,12,11,21,26,55,0,1017,16,10,295,14
10,4,0,5.5,2,17,3,7,9,7,17,24,68,0.1,1022,10,10,169,14
10,3,0,8.7,3,24,3,9,9,9,9,12,66,0,1024,10,10,117,6
11,5,0,8.7,3,31,5,7,9,7,27,4,73,0,1024,11,10,120,19
12,9,0,5.5,3,39,8,8,10,8,23,68,88,0.2,1019,12,9,200,15
9,4,0,4,2,46,5,4,8,4,33,83,82,0,1024,9,10,294,23
5,2,0,8.7,2,53,-2,1,4,1,20,12,63,0,1033,5,10,158,16
7,1,0,8.7,2,61,0,4,6,4,15,18,63,0,1033,7,10,93,11
7,5,0,4,2,68,3,3,6,3,23,100,81,1.7,1031,7,6,81,15
9,4,0,5.5,2,75,2,3,6,3,21,64,78,3,1031,9,9,96,14
6,3,0,7.1,1,82,0,2,5,2,22,78,69,0,1032,6,10,26,16
7,2,0,7.1,2,90,0,2,5,2,18,19,67,0.1,1032,7,10,13,14
7,1,0,8.7,2,97,0,4,6,4,14,2,64,0,1034,7,10,161,11
10,2,0,8.7,3,100,3,6,7,6,13,16,73,0,1029,10,10,123,9
11,4,0,8.7,2,89,3,8,9,8,9,30,71,0,1027,11,10,208,6
8,3,0,8.7,3,81,1,4,7,4,20,3,69,0,1034,8,10,338,15
9,1,0,8.7,3,74,3,7,9,7,15,1,69,0,1030,9,10,148,11
11,3,0,8.7,2,67,-4,4,7,4,28,17,46,0,1028,11,10,271,19
6,0,0,8.7,2,59,-8,1,5,1,19,0,42,0,1032,6,10,257,16
5,-1,0,8.7,2,52,-6,5,6,5,8,0,42,0,1031,5,10,249,7
10,2,0,8.7,3,45,1,4,7,4,24,0,63,0,1024,10,10,155,18
15,5,0,8.7,3,38,4,8,10,8,35,24,66,0,1018,15,10,173,20
16,8,0,8.7,3,30,5,9,11,9,33,26,66,0.1,1020,16,10,207,22
9,5,0,5.6,2,23,0,4,7,4,24,59,61,0,1029,9,10,36,18
12,4,0,8.7,3,16,3,7,9,7,20,17,68,0,1024,12,10,145,14
14,6,0,8.7,4,9,5,8,10,8,19,20,72,0,1024,14,10,84,13
12,7,0,5.6,3,1,8,9,10,9,18,70,88,1.1,1020,12,10,180,13
17,8,0,8.7,4,0,10,13,14,13,13,16,81,0,1019,17,8,243,9
17,8,0,8.7,4,0,9,11,13,11,35,19,82,0,1019,17,10,143,21
24,13,0,8.7,5,6,12,17,18,17,30,18,73,0,1013,24,10,238,17
17,11,0,8.7,4,14,11,15,15,15,13,15,78,0,1012,17,10,147,9
10,4,0,4.1,2,21,4,4,8,4,32,83,78,0.1,1018,10,10,29,23
6,3,0,8.7,2,29,-4,0,4,0,26,31,55,0,1027,6,10,36,20
6,4,0,4.1,2,36,3,2,6,2,30,94,80,1.2,1023,6,9,88,20
9,8,0,4.1,2,44,8,6,9,6,28,100,94,5.7,1018,9,7,54,19
7,3,0,4.1,2,51,4,2,6,2,33,100,89,0.9,1018,7,8,145,23
6,1,0,5.6,1,59,-1,-1,3,-1,26,65,76,0,1022,6,10,336,19
3,0,0.3,4.1,1,66,-2,-3,2,-3,35,89,75,0.5,1026,3,8,219,25
3,-1,0.1,8.7,1,74,-5,-5,0,-5,34,55,66,0.2,1029,3,9,337,25
5,-2,0,7.2,1,81,-5,-4,1,-4,28,58,66,0,1027,5,10,333,21
6,1,0,4.1,1,89,1,0,4,0,30,95,79,0.9,1027,6,7,147,21
7,4,0,4.1,2,97,1,1,5,1,28,83,74,0.4,1029,7,9,139,20
8,2,0,7.2,2,100,-1,2,5,2,23,45,67,0,1028,8,10,218,17
9,0,0,8.7,3,88,0,4,6,4,14,23,65,0,1027,9,10,64,10
8,5,0,4.2,2,81,6,5,8,5,24,76,88,2.3,1023,8,10,107,16
9,6,0,4.2,2,73,7,5,8,5,30,90,93,0,1021,9,10,231,20
4,2,0,4.2,1,66,4,0,4,0,32,100,97,3.1,1024,4,9,182,20
6,1,0,4.2,1,58,1,-1,3,-1,27,76,83,0.7,1027,6,8,315,19
9,1,0,7.2,2,51,1,4,6,4,17,15,72,0,1031,9,10,226,13
9,2,0,8.7,3,43,1,5,7,5,15,11,67,0,1031,9,10,104,11
10,4,0,7.2,2,36,3,4,7,4,22,44,75,0,1029,10,10,109,15
12,5,0,8.7,3,28,5,7,9,7,18,13,77,0,1029,12,10,91,13
11,6,0,4.2,2,20,7,7,9,7,23,87,85,2.5,1026,11,9,108,15
10,9,0,4.2,2,13,9,7,10,7,32,100,97,4.5,1021,10,10,80,20
11,8,0,4.2,2,5,9,8,10,8,20,91,94,0.2,1022,11,6,342,14
14,7,0,5.7,3,0,9,10,11,10,10,62,86,0.2,1024,14,7,180,7
9,7,0,4.2,2,0,7,7,9,7,20,85,91,0,1021,9,10,72,14
8,5,0,4.2,2,0,5,4,7,4,24,88,88,5.6,1021,8,9,147,17
11,4,0,7.2,2,2,2,5,7,5,22,45,71,0,1024,11,10,151,16
12,6,0,8.7,3,9,4,7,9,7,26,36,69,0.3,1024,12,9,71,18
11,7,0,4.3,2,16,8,8,9,8,16,84,91,1.2,1022,11,9,141,11
10,4,0,8.7,3,24,2,5,7,5,24,18,71,0,1027,10,10,116,17
7,3,0,4.3,2,31,0,3,6,3,19,58,67,0.2,1029,7,10,61,14
10,3,0,7.2,2,38,0,4,7,4,21,32,63,0,1030,10,10,74,15
7,2,0,4.3,2,46,2,4,6,4,15,82,79,1.8,1026,7,9,120,10
13,2,0,8.7,3,53,5,9,10,9,10,4,73,0,1027,13,10,251,7
13,2,0,5.8,3,60,6,8,10,8,15,28,78,0,1028,13,10,141,10
14,7,0,11.6,4,67,7,8,11,8,35,10,78,0,1023,14,10,147,24
15,7,0,6,3,75,11,10,12,10,28,89,94,7.2,1015,15,10,256,18
11,3,0,11.6,3,82,1,4,7,4,27,24,64,0,1023,11,10,328,20
14,3,0,11.6,4,89,2,8,10,8,21,9,56,0,1025,14,10,241,14
18,6,0,11.6,4,96,5,12,13,12,23,10,60,0,1022,18,10,184,15
19,9,0,11.6,5,100,10,15,16,15,25,7,73,0,1020,19,10,167,15
24,13,0,11.6,4,89,14,18,19,18,19,41,77,0.7,1016,24,10,190,12
24,10,0,11.6,5,82,15,19,20,19,13,0,75,0,1016,24,10,108,10
13,8,0,7.5,3,74,9,9,11,9,24,81,87,0.9,1016,13,10,140,17
13,6,0,11.8,3,67,2,6,9,6,28,46,62,0.1,1024,13,10,300,20
14,3,0,12.5,4,60,1,9,10,9,17,3,53,0,1027,14,10,174,13
15,5,0,12.5,4,53,4,10,12,10,23,5,60,0,1025,15,10,158,16
15,7,0,12.5,4,45,7,9,11,9,32,22,77,0,1026,15,10,141,21
13,9,0,11.8,4,38,9,10,12,10,28,53,84,0,1022,13,10,176,19
14,6,0,11.8,3,31,4,9,11,9,19,49,66,0,1025,14,10,180,13
15,6,0,11.8,3,24,5,10,12,10,19,52,67,0.5,1024,15,10,162,13
17,9,0,12.6,4,16,11,12,14,12,28,31,83,0.6,1018,17,10,132,19
18,12,0,9.2,4,9,14,15,15,15,32,74,90,1.5,1011,18,8,149,20
20,14,0,9.2,4,2,16,17,17,17,18,72,93,2.6,1008,20,6,206,12
20,10,0,12.7,5,0,10,14,15,14,19,20,76,0,1016,20,10,187,13
15,10,0,12.7,3,0,7,12,13,12,17,41,70,0,1016,15,10,97,12
17,11,0,11.9,3,5,10,14,14,14,11,50,77,0,1016,17,10,90,8
18,10,0,10.6,4,13,11,14,14,14,15,55,81,0.2,1016,18,10,86,11
19,9,0,12.7,4,21,10,13,14,13,17,44,77,0.6,1017,19,9,40,12
19,6,0,12.7,4,28,5,14,15,14,14,2,54,0,1019,19,10,222,10
20,7,0,12.8,4,36,5,12,13,12,21,10,58,0,1020,20,10,141,15
15,4,0,12.8,3,43,2,9,11,9,19,42,56,0,1025,15,10,97,14
17,10,0,12.8,4,51,9,12,13,12,24,49,77,0.9,1019,17,10,155,17
20,12,0,12.8,4,58,13,15,15,15,11,57,86,0.1,1017,20,8,92,7
20,11,0,12.8,4,66,13,16,16,16,13,34,86,0,1017,20,7,124,10
22,11,0,12.9,4,73,12,17,18,17,20,23,73,0,1018,22,9,129,13
19,12,0,12.9,4,81,11,14,15,14,26,53,79,0,1015,19,10,126,17
19,14,0,9.3,4,89,15,16,16,16,23,84,93,3.3,1011,19,9,222,15
15,10,0,9.4,3,96,12,13,14,13,20,71,90,0.2,1017,15,9,221,14
20,9,0,12.9,5,100,13,17,18,17,12,1,77,0,1021,20,9,69,9
19,10,0,13,5,89,10,15,15,15,27,9,71,0,1019,19,10,126,20
18,14,0,8.1,4,81,14,15,16,15,20,84,89,0.9,1012,18,10,201,13
24,13,0,10.7,5,74,16,19,20,19,11,55,83,0.6,1010,24,10,206,7
18,12,0,10.7,4,66,13,15,15,15,15,75,86,0,1016,18,7,40,11
15,12,0,8.1,3,59,13,13,14,13,21,91,94,0,1015,15,8,77,14
17,11,0,9.4,4,51,12,14,14,14,15,75,86,0.1,1017,17,8,43,11
16,10,0,8.2,3,44,11,13,13,13,15,85,85,1.7,1017,16,8,72,11
20,10,0,12,4,36,11,14,15,14,14,54,80,0.6,1018,20,9,147,10
19,8,0,13.1,5,28,8,15,15,15,16,25,65,0,1018,19,10,123,11
20,12,0,10.7,4,21,13,16,17,16,26,52,82,0.4,1017,20,9,123,18
20,15,0,13.1,4,13,14,17,17,17,34,50,83,0,1018,20,10,125,23
17,16,0,8.2,4,6,16,16,16,16,32,99,97,1,1016,17,9,135,20
20,15,0,9.5,4,0,16,17,17,17,24,77,90,0.3,1014,20,7,272,16
18,13,0,10.7,4,0,13,15,16,15,29,49,84,0,1016,18,8,310,20
23,12,0,13.2,5,0,12,18,19,18,17,11,72,0.1,1015,23,10,244,13
23,9,0,13.2,5,1,12,18,18,18,15,6,71,0,1014,23,8,173,9
26,14,0,13.2,6,9,14,22,22,21,18,8,67,0,1014,26,10,177,12
30,16,0,13.2,6,16,14,24,24,23,20,13,57,0,1017,30,10,198,14
18,14,0,13.3,4,23,10,16,16,16,21,45,66,0.2,1021,18,9,93,15
19,13,0,10.8,4,31,13,16,16,16,17,67,81,4.4,1017,19,9,210,11
19,11,0,13.3,4,38,4,15,15,15,19,38,49,0,1022,19,10,74,13
20,10,0,13.3,5,45,6,16,16,16,23,6,52,0,1020,20,10,144,16
24,14,0,10.8,5,52,13,19,20,19,24,41,69,0,1012,24,10,169,17
25,15,0,12,5,60,14,21,22,21,18,36,65,0,1014,25,10,156,13
20,14,0,13.3,5,67,11,17,17,17,23,48,68,0.1,1015,20,10,113,17
19,16,0,8.4,4,74,17,18,18,18,36,98,92,0.6,1012,19,9,121,23
23,17,0,8.4,5,81,18,20,20,20,29,85,88,2,1007,23,9,223,19
25,15,0,12,5,89,13,21,21,21,15,36,63,0,1012,25,10,219,10
23,16,0,13.3,5,96,13,20,20,20,25,50,68,4.4,1008,23,10,150,18
28,18,0,12.1,5,100,19,23,23,22,13,76,83,2.8,1002,28,8,248,9
26,16,0,13.8,6,89,14,22,22,21,15,30,64,0,1007,26,10,173,10
25,16,0,13.8,6,82,13,22,22,21,18,17,61,0,1010,25,10,137,12
21,17,0,8.7,4,75,16,19,19,19,18,98,86,1.1,1011,21,7,116,13
19,16,0,8.7,4,68,15,18,18,18,15,91,84,0.5,1012,19,7,60,12
23,16,0,8.7,5,60,17,20,21,20,9,77,83,0.3,1010,23,10,116,7
25,18,0,12.2,5,53,18,22,22,22,16,48,79,0.3,1008,25,8,234,12
27,17,0,13.9,6,46,17,24,24,23,18,15,72,0,1009,27,10,146,13
26,18,0,13.9,6,39,16,23,23,22,24,8,72,0,1012,26,10,155,18
25,18,0,13.9,6,31,17,23,23,22,27,2,77,0,1016,25,10,134,21
25,18,0,11,5,24,19,24,24,22,31,49,83,0,1013,25,10,147,22
29,21,0,9.9,6,17,22,28,28,25,15,80,84,1.5,1008,29,10,223,11
30,21,0,13.3,6,9,19,28,28,26,14,33,69,0,1009,30,8,186,10
32,21,0,14,7,2,15,28,28,27,20,15,50,0,1005,32,10,228,13
35,22,0,14,7,0,15,30,30,29,18,19,46,0,1006,35,10,217,11
32,22,0,14,7,0,16,28,28,27,19,16,52,0,1007,32,10,155,12
31,22,0,13.4,6,5,16,28,28,27,22,29,52,0,1009,31,10,169,15
26,20,0,14,6,9,18,24,24,23,28,31,77,0,1011,26,10,142,21
25,20,0,8.8,5,20,20,24,24,23,35,85,87,8.2,1005,25,9,152,26
27,20,0,14,6,28,19,25,25,23,28,40,78,0,1003,27,10,281,20
23,17,0,9.9,5,35,16,22,22,21,21,61,74,0.3,1005,23,10,299,15
25,18,0,11.1,5,43,17,23,23,22,19,55,72,0,1005,25,10,244,13
27,18,0,13.4,5,50,18,24,24,23,13,46,78,0.1,1006,27,9,105,10
28,19,0,14.1,6,58,19,25,25,24,13,20,74,0,1005,28,10,117,10
30,20,0,14.1,7,65,21,27,27,25,14,20,78,0,1004,30,10,122,10
27,21,0,14.1,6,73,19,26,26,24,15,21,77,0,1006,27,10,115,12
26,20,0,14.1,6,81,19,24,24,23,20,28,80,0,1006,26,10,109,16
